"","seq_name","taxonomy_Kingdom","taxonomy_Supergroup","taxonomy_Division","taxonomy_Class","taxonomy_Order","taxonomy_Family","taxonomy_Genus","taxonomy_Species","confidence_Kingdom","confidence_Supergroup","confidence_Division","confidence_Class","confidence_Order","confidence_Family","confidence_Genus","confidence_Species"
"1","ASV_1","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",100,100,100,100,100,69.3448848146466,69.3448848146466,32.5692042215463
"2","ASV_2","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",100,100,100,95.2390764268869,95.2390764268869,95.2390764268869,87.6829413935497,87.6829413935497
"3","ASV_3","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Cladosporium","Cladosporium_cladosporioides",100,100,100,92.3340327942006,92.3340327942006,69.2435028485355,45.8392480911423,7.96277986773553
"4","ASV_4","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia","Malassezia_sp.",100,100,100,100,97.5732747316533,97.5732747316533,64.3844844119789,55.1903347047354
"5","ASV_5","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_crassicauda",98.4391370581578,98.4391370581578,98.4391370581578,98.4391370581578,98.4391370581578,98.4391370581578,98.4391370581578,90.5144738100605
"6","ASV_6","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Dracophyllum","Dracophyllum_longifolium",99.6176164634448,99.6176164634448,99.6176164634448,99.6176164634448,99.6176164634448,99.6176164634448,30.6058206005986,30.6058206005986
"7","ASV_7","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia","Malassezia_restricta",100,100,100,100,88.4261837221815,88.4261837221815,49.9958407899323,42.0886471930225
"8","ASV_8","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Rhodotypos","Rhodotypos_scandens",100,100,100,100,100,100,5.24718299919284,5.24718299919284
"9","ASV_9","Eukaryota","Alveolata","Apicomplexa","Coccidiomorphea","Eimeriida","Eimeriidae","Eimeria7","Eimeria7_sp.",97.4684836947207,97.4684836947207,97.4684836947207,97.4684836947207,97.4684836947207,97.4684836947207,41.2444366337991,13.6351083523156
"10","ASV_10","Eukaryota","Alveolata","Apicomplexa","Coccidiomorphea","Eimeriida","Eimeriidae","Eimeria7","Eimeria7_leucopi",94.985000884148,94.985000884148,94.985000884148,94.985000884148,94.985000884148,94.985000884148,33.225158107364,7.78701972880757
"11","ASV_11","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Ascochyta","Ascochyta_fabae",100,100,100,100,100,95.9898689943488,14.1348631364002,4.5575981483502
"12","ASV_12","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Archosauria","Tyrannus","Tyrannus_tyrannus",100,100,100,100,100,99.0099747220111,10.1730385862726,10.1730385862726
"13","ASV_13","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia","Malassezia_sp.",100,100,100,100,100,100,69.0592361542302,36.0517400813785
"14","ASV_14","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",73.2333762851854,73.2333762851854,73.2333762851854,71.8750633175145,12.7371441047091,12.7371441047091,12.0671626447347,12.0671626447347
"15","ASV_15","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Musa","Musa_basjoo",100,100,100,100,100,100,38.5397010702257,23.6287197720539
"16","ASV_16","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",97.4433461011248,97.4433461011248,97.4433461011248,97.4433461011248,97.4433461011248,68.6765951271234,68.6765951271234,28.0418068685826
"17","ASV_17","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",74.7217648905553,74.7217648905553,74.7217648905553,74.7217648905553,32.8099447423466,19.8978669485798,19.3523580965329,19.3523580965329
"18","ASV_18","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Meira","Meira_sp.",99.9999999999999,99.9999999999999,99.9999999999999,99.9999999999999,99.9999999999999,99.9999999999999,96.2081514845404,77.5869088252994
"19","ASV_19","Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycotina","Saccharomycetales","Saccharomyces","Saccharomyces_paradoxus",100,100,98.2348289792279,98.2348289792279,98.2348289792279,98.2348289792279,55.8541554958502,12.3298122707248
"20","ASV_20","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Sordariomycetes","Sirococcus","Sirococcus_conigenus",99.0686582037959,99.0686582037959,99.0686582037959,99.0686582037959,99.0686582037959,94.6509872947058,31.1530708651613,31.1530708651613
"21","ASV_21","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",99.7696193857382,99.7696193857382,99.7696193857382,96.6993924221183,96.6993924221183,96.6993924221183,93.4062358718758,93.4062358718758
"22","ASV_22","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Sydowia","Sydowia_polyspora",100,100,100,100,100,87.5029824016846,7.1157530317016,7.1157530317016
"23","ASV_23","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",71.0319442016811,71.0319442016811,71.0319442016811,67.254094523216,31.0057163915502,31.0057163915502,28.3795787689248,28.3795787689248
"24","ASV_24","Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","Gregarina3","Gregarina3_sp.",41.7221912074779,36.6764984575704,36.6764984575704,35.9098578106407,35.9098578106407,35.9098578106407,20.8013580633347,20.8013580633347
"25","ASV_25","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Rogersella","Rogersella_griseliniae",77.9963404466515,77.9963404466515,77.9963404466515,77.4546381963036,77.4546381963036,77.4546381963036,15.8421349325614,15.8421349325614
"26","ASV_26","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",73.5967077887112,73.5967077887112,73.5967077887112,73.5967077887112,47.7232590075994,32.2126775728658,32.2126775728658,32.2126775728658
"27","ASV_27","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",84.6782745406439,84.6782745406439,84.6782745406439,83.0966538907151,80.6824390874469,56.6334294927183,56.6334294927183,56.6334294927183
"28","ASV_28","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Mycosphaerella","Mycosphaerella_harthensis",100,100,100,100,100,91.1572896729264,28.3365997946711,5.06568580887705
"29","ASV_29","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Floricola","Floricola_striata",99.1640441879791,99.1640441879791,99.1640441879791,99.1640441879791,99.1640441879791,95.2195399271101,74.2198234086588,74.2198234086588
"30","ASV_30","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Rhodotorula","Rhodotorula_bacarum",100,100,100,100,98.4403647248702,98.4403647248702,98.4403647248702,96.7373161689289
"31","ASV_31","Eukaryota","Alveolata","Apicomplexa","Coccidiomorphea","Eimeriida","Eimeriidae","Eimeria7","Eimeria7_sp.",97.1592238749536,97.1592238749536,97.1592238749536,97.1592238749536,97.1592238749536,97.1592238749536,55.9338863848939,36.7770461833039
"32","ASV_32","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",97.4653259464571,97.4653259464571,97.4653259464571,97.4653259464571,97.4653259464571,97.4653259464571,93.4924866697687,93.4924866697687
"33","ASV_33","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Microbotryomycetes","Sporidiobolus","Sporidiobolus_pararoseus",77.916056551121,77.916056551121,77.916056551121,69.2059937856716,68.6329824414282,28.12929857016,16.9453058192815,8.2670504878208
"34","ASV_34","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Asterotremella","Asterotremella_humicola",91.843801190459,91.843801190459,91.843801190459,91.843801190459,91.843801190459,91.843801190459,51.9870568128579,49.2482898176372
"35","ASV_35","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",75.4617659089195,74.8572531333619,74.8572531333619,53.9155240562992,53.9155240562992,24.2498198710906,24.2498198710906,24.2498198710906
"36","ASV_36","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Pezizomycetes","Pseudoplectania","Pseudoplectania_nigrella",98.7249017345516,98.7249017345516,98.7249017345516,98.7249017345516,98.7249017345516,94.2319351053187,65.721666553376,65.721666553376
"37","ASV_37","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Sordariomycetes","Simplicillium","Simplicillium_lamellicola",100,98.8379109574827,98.8379109574827,98.8379109574827,98.8379109574827,95.9135282213277,67.9543903208244,56.394047514714
"38","ASV_38","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",71.997039851348,71.997039851348,71.997039851348,70.5848811291814,56.0206902640381,56.0206902640381,53.3531518175731,53.3531518175731
"39","ASV_39","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",73.5990391035124,72.6857182045935,72.6857182045935,44.7845337892895,44.7845337892895,44.7845337892895,40.7224508688397,40.7224508688397
"40","ASV_40","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",97.2932074460029,97.2932074460029,97.2932074460029,97.2932074460029,97.2932074460029,66.9205658526797,66.2115120663437,25.9168881629834
"41","ASV_41","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",74.3045556499522,74.3045556499522,74.3045556499522,33.400674328332,33.400674328332,15.6643252895623,15.6643252895623,15.6643252895623
"42","ASV_42","Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycotina","Saccharomycetales","Candida","Candida_sp.",100,100,100,100,100,100,82.2205173604032,37.9097992986474
"43","ASV_43","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Sordariomycetes","Ophiognomonia","Ophiognomonia_clavigignenti-juglandacearum",99.3968684232689,99.3968684232689,99.3968684232689,99.3968684232689,99.3968684232689,98.4683382516391,47.5879591645057,47.5879591645057
"44","ASV_44","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Sandonidae_X","Sandonidae_X_sp.",84.5612246954754,84.5612246954754,84.5612246954754,83.9806433096571,83.1830171064299,76.1056653549049,29.4299110064011,29.4299110064011
"45","ASV_45","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Microbotryomycetes","Microbotryomycetes_X","Microbotryomycetes_X_sp.",73.7591552818858,73.7591552818858,73.7591552818858,51.460428619616,51.460428619616,23.7367370943173,4.97100220222695,4.97100220222695
"46","ASV_46","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia","Malassezia_sp.",96.9886897356027,96.9886897356027,96.9886897356027,96.9886897356027,89.6866498075657,89.6866498075657,69.1219342384566,37.4676438097132
"47","ASV_47","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia","Malassezia_restricta",96.5636381652538,96.5636381652538,96.5636381652538,94.7671209708234,90.8747333914669,89.8856558567331,67.7148252296541,33.5971374880848
"48","ASV_48","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Itersonilia","Itersonilia_perplexans",100,100,100,97.8474950216908,97.8474950216908,97.0987530465094,47.997927977561,47.997927977561
"49","ASV_49","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",98.0486749667376,98.0486749667376,98.0486749667376,98.0486749667376,98.0486749667376,53.4314891708432,51.3918887957993,29.9902656923686
"50","ASV_50","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Hordeum","Hordeum_vulgare",100,100,100,100,100,100,47.7433261460331,25.0166020705381
"51","ASV_51","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Microbotryomycetes","Microbotryomycetes_X","Microbotryomycetes_X_sp.",80.0516561660866,80.0516561660866,80.0516561660866,74.2916361395533,73.7092964129139,33.0926960662451,7.46668950353354,7.46668950353354
"52","ASV_52","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Eucalyptus","Eucalyptus_camaldulensis",100,100,100,100,100,100,24.1948105529488,6.91036102611148
"53","ASV_53","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Sordariomycetes","Sarocladium","Sarocladium_bactrocephalum",100,100,100,100,100,100,48.3161127671453,18.6847669700944
"54","ASV_54","Eukaryota","Alveolata","Apicomplexa","Coccidiomorphea","Eimeriida","Eimeriidae","Eimeria7","Eimeria7_reedi",97.0111315512986,97.0111315512986,97.0111315512986,97.0111315512986,97.0111315512986,97.0111315512986,48.7195204942489,17.5479276194469
"55","ASV_55","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",74.9323430888533,74.9323430888533,74.9323430888533,45.8266995642109,45.8266995642109,15.1779485891538,15.1779485891538,15.1779485891538
"56","ASV_56","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",97.1596547720336,97.1596547720336,97.1596547720336,97.1596547720336,97.1596547720336,61.5920011015253,61.5920011015253,30.9162569700816
"57","ASV_57","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Filobasidium","Filobasidium_elegans",100,100,100,100,100,100,46.7615311344318,21.5405509976579
"58","ASV_58","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Gloeoporus","Gloeoporus_pannocinctus",100,100,100,100,100,99.0106128589331,55.6899319743999,55.6899319743999
"59","ASV_59","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",98.347602045322,98.347602045322,98.347602045322,98.347602045322,98.347602045322,48.1684877972659,48.1684877972659,24.6730348564258
"60","ASV_60","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Ficus","Ficus_tikoua",100,100,100,100,100,100,35.8908014684063,27.6564486307379
"61","ASV_61","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Cladosporium","Cladosporium_cladosporioides",73.3927624294748,72.8827710733348,72.8827710733348,45.2321829092088,45.2321829092088,29.8429829961581,10.8964503458608,3.48514062814644
"62","ASV_62","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",97.5403207389588,97.5403207389588,97.5403207389588,97.5403207389588,97.5403207389588,55.0567062169453,55.0567062169453,32.4272425837955
"63","ASV_63","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",99.1332019232226,99.1332019232226,99.1332019232226,99.1332019232226,99.1332019232226,61.6910545691659,59.9456297641166,26.6015796428072
"64","ASV_64","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Callistemon","Callistemon_citrinus",99.9373507424527,99.9373507424527,99.9373507424527,99.9373507424527,99.9373507424527,99.9373507424527,15.6425575041837,15.6425575041837
"65","ASV_65","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",76.0831742441121,76.0831742441121,76.0831742441121,75.3003164717388,49.9564241076231,49.2613655637573,28.1314507507064,28.1314507507064
"66","ASV_66","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",72.0754748112532,72.0754748112532,72.0754748112532,71.0991045795528,53.9145602317385,53.9145602317385,49.5262605668193,49.5262605668193
"67","ASV_67","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Dothideomycetes_X","Dothideomycetes_X_sp.",85.4078115597382,85.4078115597382,85.4078115597382,85.4078115597382,83.5738333754799,32.6732609834773,12.7500433450281,12.7500433450281
"68","ASV_68","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_jilinensis",96.9641769654629,96.9641769654629,96.9641769654629,96.9641769654629,96.9641769654629,48.9819238646259,48.9819238646259,21.5691217432897
"69","ASV_69","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",97.4371479211886,97.4371479211886,97.4371479211886,92.048491434635,92.048491434635,92.048491434635,82.9572166098567,82.9572166098567
"70","ASV_70","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Cladosporium","Cladosporium_psychrotolerans",98.573042190109,98.573042190109,98.573042190109,93.5920263114097,93.5920263114097,74.7062550422386,51.3267591939262,8.70267368737817
"71","ASV_71","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_blumeae",72.595194846316,72.595194846316,72.595194846316,72.0871571371893,59.7417428910825,32.668326398694,26.9580872905957,10.3210155654924
"72","ASV_72","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Hannaella","Hannaella_sinensis",100,100,100,100,100,100,91.9287462402331,51.6457806502225
"73","ASV_73","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Penicillium","Penicillium_sp.",100,100,100,99.191922268767,99.191922268767,99.191922268767,68.1243197486426,25.3341554395806
"74","ASV_74","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia","Malassezia_sp.",98.2347551756614,98.2347551756614,98.2347551756614,98.2347551756614,94.2616532944726,94.2616532944726,60.3939743655378,49.6797184543252
"75","ASV_75","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Nothocnide","Nothocnide_mollissima",99.869576420145,99.869576420145,99.869576420145,99.869576420145,99.869576420145,99.869576420145,36.3377508510906,36.3377508510906
"76","ASV_76","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Cladosporium","Cladosporium_cladosporioides",99.4322367314758,98.6449415984305,98.6449415984305,96.8625344865813,96.8625344865813,73.4396391378442,48.7978871858813,8.38870741442196
"77","ASV_77","Eukaryota","Alveolata","Apicomplexa","Coccidiomorphea","Eimeriida","Eimeriidae","Isospora","Isospora_gryphoni",95.0721383979042,95.0721383979042,95.0721383979042,95.0721383979042,95.0721383979042,95.0721383979042,12.6182685374762,8.86196679072668
"78","ASV_78","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","Thecaphora","Thecaphora_saponariae",81.6113235678094,81.6113235678094,81.6113235678094,59.8297507408196,20.2551113593128,20.2551113593128,20.2551113593128,20.2551113593128
"79","ASV_79","Eukaryota","Alveolata","Apicomplexa","Coccidiomorphea","Eimeriida","Eimeriidae","Isospora","Isospora_gryphoni",95.1204094455182,95.1204094455182,95.1204094455182,95.1204094455182,95.1204094455182,95.1204094455182,9.61087491848709,6.61828241828103
"80","ASV_80","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Elizabethkingia_plant","Elizabethkingia_anophelis",93.7839321057968,93.7839321057968,93.7839321057968,93.7839321057968,93.7839321057968,93.7839321057968,25.0849929856332,25.0849929856332
"81","ASV_81","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Dracophyllum","Dracophyllum_longifolium",73.3662701170184,65.3735713287625,65.3735713287625,65.3735713287625,65.3735713287625,65.3735713287625,17.9930404013661,17.9930404013661
"82","ASV_82","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Prunus","Prunus_persica",99.6495640456024,99.6495640456024,99.6495640456024,99.6495640456024,99.6495640456024,99.6495640456024,15.5378504172623,7.05300777080319
"83","ASV_83","Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","Gregarina3","Gregarina3_sp.",44.5673037523284,38.703125993546,38.3801504826319,38.3801504826319,38.3801504826319,38.3801504826319,19.2765034281645,19.2765034281645
"84","ASV_84","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",98.0001685476033,98.0001685476033,98.0001685476033,98.0001685476033,98.0001685476033,61.161012062096,61.161012062096,24.8661521106791
"85","ASV_85","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillus","Aspergillus_versicolor",100,100,100,100,100,100,74.3946748914542,17.3219526459779
"86","ASV_86","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Sordariomycetes","Pestalotiopsis","Pestalotiopsis_maculans",100,100,100,100,100,95.9346194221495,36.3538062340897,9.30094107641623
"87","ASV_87","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemia","Wallemia_ichthyophaga",100,100,100,100,100,100,100,95.6649578725931
"88","ASV_88","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Capronia","Capronia_peltigerae",91.1980824780746,91.1980824780746,91.1980824780746,91.1980824780746,91.1980824780746,88.9697518305668,12.8262937739586,10.0100616015538
"89","ASV_89","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",97.8360796516984,97.8360796516984,97.8360796516984,97.8360796516984,97.8360796516984,63.3946160792999,63.3946160792999,30.0015575837022
"90","ASV_90","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Phaeosphaeria","Phaeosphaeria_nodorum",100,100,100,100,100,97.7068449357672,15.0827782304415,5.07288777023182
"91","ASV_91","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Lentinula","Lentinula_edodes",100,100,100,100,100,100,61.0660711249571,31.7556496816044
"92","ASV_92","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Davidiella","Davidiella_macrospora",97.7733147232813,96.6950426798293,96.6950426798293,93.6379637156522,93.6379637156522,55.8576810952812,5.657536093065,4.43378677427399
"93","ASV_93","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia","Malassezia_restricta",98.4808593837992,97.3540494702103,97.3540494702103,97.3540494702103,85.2771243273056,85.2771243273056,56.8622586511406,42.3254487661686
"94","ASV_94","Eukaryota","Alveolata","Apicomplexa","Coccidiomorphea","Eimeriida","Eimeriidae","Eimeria7","Eimeria7_sp.",94.0941460442595,94.0941460442595,94.0941460442595,94.0941460442595,94.0941460442595,94.0941460442595,33.4540970334509,10.0655365560824
"95","ASV_95","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",93.2802970996019,93.2802970996019,93.2802970996019,93.2802970996019,93.2802970996019,52.278011932654,37.3915959056968,20.9393246755068
"96","ASV_96","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Dioszegia","Dioszegia_hungarica",96.6098729416712,96.6098729416712,96.6098729416712,96.6098729416712,96.6098729416712,96.6098729416712,90.4418980743162,41.1204402819436
"97","ASV_97","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",83.4760579167564,83.4760579167564,83.4760579167564,79.3480816874151,79.3480816874151,47.6366410312889,47.6366410312889,47.6366410312889
"98","ASV_98","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Dothideomycetes_X","Dothideomycetes_X_sp.",98.2599597011393,98.2599597011393,98.2599597011393,98.2599597011393,96.6438128144126,72.1006287723177,62.8853480043812,62.8853480043812
"99","ASV_99","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Brassica","Brassica_oleracea",99.026421510458,99.026421510458,99.026421510458,99.026421510458,99.026421510458,99.026421510458,62.8780653263464,52.2836049786743
"100","ASV_100","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Prunus","Prunus_persica",99.2007263738635,99.2007263738635,99.2007263738635,99.2007263738635,99.2007263738635,99.2007263738635,15.1875029526396,7.90112504707251
"101","ASV_101","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia","Malassezia_sp.",95.6505835808779,94.6117683208542,94.6117683208542,94.6117683208542,88.3669289739328,88.3669289739328,65.9722094083115,36.4462179136166
"102","ASV_102","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Cladosporium","Cladosporium_salinae",97.7235655514865,97.7235655514865,97.7235655514865,95.8304656937972,95.8304656937972,66.0961292100154,24.2580552129277,10.0221209542779
"103","ASV_103","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Exobasidiomycetes_X","Exobasidiomycetes_X_sp.",97.594505049804,97.594505049804,97.594505049804,97.594505049804,81.9600957134381,81.9600957134381,33.6698688461174,33.6698688461174
"104","ASV_104","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Rhodotorula","Rhodotorula_mucilaginosa",100,100,100,100,100,55.5702663444137,55.5702663444137,24.1699586471814
