"","seq_name","taxonomy_Kingdom","taxonomy_Supergroup","taxonomy_Division","taxonomy_Class","taxonomy_Order","taxonomy_Family","taxonomy_Genus","taxonomy_Species","confidence_Kingdom","confidence_Supergroup","confidence_Division","confidence_Class","confidence_Order","confidence_Family","confidence_Genus","confidence_Species"
"196","ASV_196","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",89.0047920448346,89.0047920448346,89.0047920448346,89.0047920448346,88.3087904427047,61.005489076808,61.005489076808,61.005489076808
"197","ASV_197","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Catenulostroma","Catenulostroma_chromoblastomycosum",85.1334091327141,85.1334091327141,85.1334091327141,85.1334091327141,85.1334091327141,72.4804104345413,15.6770082079671,8.97346189975682
"198","ASV_198","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Hannaella","Hannaella_sinensis",92.9285972452302,92.9285972452302,92.9285972452302,92.1645147675558,92.1645147675558,92.1645147675558,54.9081328947722,30.2478579937781
"199","ASV_199","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",76.087924451977,74.8766596162946,74.3803989348777,70.7020655421183,60.4043116560684,57.7834199385799,50.2282161502627,50.2282161502627
"200","ASV_200","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Brassica","Brassica_oleracea",99.2246117067209,99.2246117067209,99.2246117067209,99.2246117067209,99.2246117067209,99.2246117067209,60.2567290929444,46.4001363842098
"201","ASV_201","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_crassicauda",86.8310285346129,86.8310285346129,86.8310285346129,86.8310285346129,86.8310285346129,86.8310285346129,86.8310285346129,75.1784378668036
"202","ASV_202","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Chalara","Chalara_sp.",91.3492212836093,91.3492212836093,91.3492212836093,90.643583885622,90.643583885622,12.3049672093668,9.60076481706535,9.60076481706535
"203","ASV_203","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",98.0785332382669,98.0785332382669,98.0785332382669,98.0785332382669,98.0785332382669,52.2233591285895,52.2233591285895,25.0922715658676
"204","ASV_204","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Hexagonia","Hexagonia_pobeguinii",99.6416732958439,99.6416732958439,99.6416732958439,98.6088314749318,98.6088314749318,98.6088314749318,8.96222247653617,6.18396636619748
"205","ASV_205","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Leotiomycetes_X","Leotiomycetes_X_sp.",100,100,100,100,100,67.6386426880337,5.48750687333608,5.48750687333608
"206","ASV_206","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Musa","Musa_basjoo",92.5285869246959,92.5285869246959,92.5285869246959,92.5285869246959,92.5285869246959,92.5285869246959,7.71547888644477,6.65469645485924
"207","ASV_207","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",99.5891684629619,99.5891684629619,99.5891684629619,99.5891684629619,99.5891684629619,70.8243766224161,70.0998408139805,31.5650560191904
"208","ASV_208","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Microbotryomycetes","Sporidiobolus","Sporidiobolus_pararoseus",81.4579768361972,81.4579768361972,81.4579768361972,78.0702551255587,78.0702551255587,35.6469065486379,19.9345760431002,9.52589432609628
"209","ASV_209","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Musa","Musa_basjoo",96.7008544264465,96.7008544264465,96.7008544264465,96.7008544264465,96.7008544264465,96.7008544264465,29.6669010228095,21.665827098678
"210","ASV_210","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Septoria","Septoria_rosae",100,100,100,100,100,94.0992320224527,7.31426872385145,5.15717573173516
"211","ASV_211","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Exobasidiomycetes_X","Exobasidiomycetes_X_sp.",96.5883649130481,95.4787471688889,95.4787471688889,92.7799464556685,79.2962893122887,79.2962893122887,29.8810891473595,29.8810891473595
"212","ASV_212","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Brassica","Brassica_rapa",89.9213917706609,89.9213917706609,89.9213917706609,89.9213917706609,89.9213917706609,89.9213917706609,35.9716840701839,21.998192775779
"213","ASV_213","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",98.4113102880604,98.4113102880604,98.4113102880604,98.4113102880604,98.4113102880604,64.3016993163554,63.5005729065344,33.9915021261563
"214","ASV_214","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","Moesziomyces","Moesziomyces_bullatus",100,100,100,100,100,100,10.9213915964426,10.9213915964426
"215","ASV_215","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia","Malassezia_sp.",97.1807729276372,97.1807729276372,97.1807729276372,97.1807729276372,97.1807729276372,97.1807729276372,58.4217663186305,49.3803001133189
"216","ASV_216","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",69.3432200323418,49.0284793678516,49.0284793678516,48.6286032572405,48.6286032572405,19.3570993991578,19.3570993991578,19.3570993991578
"217","ASV_217","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",73.2799438298435,73.2799438298435,73.2799438298435,71.7772164326776,46.2597947255773,27.5450289592478,26.8784122207501,26.8784122207501
"218","ASV_218","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Tricladium","Tricladium_patulum",100,100,100,98.8870894239322,98.8870894239322,85.6683738828211,12.4069722658937,9.80607669644414
"219","ASV_219","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",98.0827534281046,98.0827534281046,98.0827534281046,98.0827534281046,98.0827534281046,58.9771403423706,56.9432951271067,26.5021272345205
"220","ASV_220","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Cladosporium","Cladosporium_salinae",96.5063982208651,94.5603238038346,94.5603238038346,92.6528673436982,92.6528673436982,62.3471985766919,21.7291476418334,7.13320870815723
"221","ASV_221","Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycotina","Saccharomycetales","Wickerhamomyces","Wickerhamomyces_anomalus",100,100,100,100,100,100,48.4758495869727,42.0844393877983
"222","ASV_222","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Sordariomycetes","Apiognomonia","Apiognomonia_errabunda",100,100,100,100,100,100,44.6966434787468,44.6966434787468
"223","ASV_223","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Dothideomycetes_X","Dothideomycetes_X_sp.",91.5928598143271,91.5928598143271,91.5928598143271,91.5928598143271,91.5928598143271,82.2071163642443,7.25474593519226,7.25474593519226
"224","ASV_224","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Eurotium","Eurotium_sp.",98.4142884702752,98.4142884702752,98.4142884702752,98.4142884702752,98.4142884702752,94.318226417647,22.3960536672941,6.31153743305675
"225","ASV_225","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",80.3766039502504,75.7434555153166,75.7434555153166,57.3648953635289,57.3648953635289,57.3648953635289,51.440742585186,51.440742585186
"226","ASV_226","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","Ceraceosorus","Ceraceosorus_bombacis",72.147126260815,72.147126260815,72.147126260815,72.147126260815,72.147126260815,71.6984172349915,71.6984172349915,71.6984172349915
"227","ASV_227","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",98.1626227061263,98.1626227061263,98.1626227061263,98.1626227061263,98.1626227061263,62.930852524488,62.930852524488,29.0009785336092
"228","ASV_228","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Cladosporium","Cladosporium_sphaerospermum",98.5771606277863,98.5771606277863,98.5771606277863,97.6481973125563,97.6481973125563,86.0503169007852,70.8717943819843,13.7156611473689
"229","ASV_229","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia","Malassezia_sp.",96.8098065215209,96.1898061999814,96.1898061999814,96.1898061999814,95.3919054587049,95.3919054587049,61.1963969311653,54.9161874773068
"230","ASV_230","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Exobasidiomycetes_X","Exobasidiomycetes_X_sp.",72.2439949882385,71.5507667832643,71.5507667832643,71.0618173142626,48.5043738635703,47.8702060622329,9.99173749676554,9.99173749676554
"231","ASV_231","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Ascochyta","Ascochyta_viciae-villosae",100,100,100,100,100,95.6612467185238,10.6302737934416,4.45390023453298
"232","ASV_232","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",77.0700745340895,72.6052957864162,72.6052957864162,49.9463218430511,49.9463218430511,48.2863964764757,44.3488906503276,44.3488906503276
"233","ASV_233","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Pezizomycetes","Pseudoplectania","Pseudoplectania_nigrella",89.0515455756372,89.0515455756372,89.0515455756372,89.0515455756372,89.0515455756372,36.3299689112806,24.8330782052938,24.8330782052938
"234","ASV_234","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Dracophyllum","Dracophyllum_longifolium",77.4116560880965,74.1601074628803,73.5385952131222,73.5385952131222,73.5385952131222,73.5385952131222,16.4570655589859,16.4570655589859
"235","ASV_235","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Triticum","Triticum_aestivum",99.1151526395842,99.1151526395842,99.1151526395842,99.1151526395842,99.1151526395842,99.1151526395842,29.9216622664379,29.9216622664379
"236","ASV_236","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Endosporium","Endosporium_aviarium",81.9067041060931,81.9067041060931,81.9067041060931,81.2023031715759,81.2023031715759,49.7284472750472,14.3661737767131,7.50557064022053
"237","ASV_237","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Cantharellula","Cantharellula_umbonata",84.6838713101055,81.4920340290899,81.4920340290899,7.80859534771641,7.80859534771641,7.80859534771641,7.80859534771641,7.80859534771641
"238","ASV_238","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",76.8202127598934,76.8202127598934,76.8202127598934,38.3521086919331,33.0975889686131,31.7146563273748,10.6922793951942,10.6922793951942
"239","ASV_239","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Guignardia","Guignardia_vaccinii",84.1616797957524,82.5976014753156,82.5976014753156,60.9992340445348,60.9992340445348,43.245484094633,9.09959972437272,9.09959972437272
"240","ASV_240","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","Thecaphora","Thecaphora_saponariae",83.6644593921428,83.6644593921428,83.6644593921428,58.1249464977342,17.7681894758982,17.7681894758982,17.7681894758982,17.7681894758982
"241","ASV_241","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",83.749757041991,83.749757041991,83.749757041991,79.1659472944678,79.1659472944678,61.0956450362409,52.6651750167434,52.6651750167434
"242","ASV_242","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",80.0404125826782,80.0404125826782,80.0404125826782,54.2324302807519,43.3790496225057,40.4233436278678,12.0253740318904,12.0253740318904
"243","ASV_243","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",76.0088815995077,76.0088815995077,76.0088815995077,62.5253610694606,62.5253610694606,30.8837097628421,30.8837097628421,30.8837097628421
"244","ASV_244","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Udeniomyces","Udeniomyces_pannonicus",73.0389979833419,73.0389979833419,73.0389979833419,72.3870440905681,18.2262124080621,18.2262124080621,9.34419777712804,8.71170489679047
"245","ASV_245","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Triticum","Triticum_aestivum",96.721304081743,96.721304081743,96.721304081743,96.721304081743,96.721304081743,96.721304081743,25.6472357878943,25.6472357878943
"246","ASV_246","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Pyrus","Pyrus_communis",99.6190786564554,99.6190786564554,99.6190786564554,99.6190786564554,99.6190786564554,99.6190786564554,21.0454598192822,17.2247524980556
"247","ASV_247","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Brasenia","Brasenia_schreberi",93.6366836331267,93.6366836331267,93.6366836331267,93.6366836331267,93.6366836331267,93.6366836331267,3.94638608031665,3.94638608031665
"248","ASV_248","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",90.3778398134359,90.3778398134359,90.3778398134359,88.6572557703373,88.6572557703373,88.6572557703373,81.1064813649923,81.1064813649923
"249","ASV_249","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Pezizomycetes","Scutellinia","Scutellinia_korfiana",88.1197259750642,88.1197259750642,88.1197259750642,88.1197259750642,88.1197259750642,40.9195893026143,6.19530527512922,6.19530527512922
"250","ASV_250","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Boeremia","Boeremia_exigua",87.058632795064,87.058632795064,87.058632795064,87.058632795064,78.1711786661749,69.2619807170776,5.55214233490877,3.77359287620884
"251","ASV_251","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",77.0712597005834,77.0712597005834,77.0712597005834,46.0797539212313,45.4872002188459,33.8427449964349,33.8427449964349,33.8427449964349
"252","ASV_252","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Rhodotorula","Rhodotorula_yarrowii",75.9140401239933,75.9140401239933,75.9140401239933,71.2399198489166,71.2399198489166,41.2279983680659,11.0096815589643,8.5985550361865
"253","ASV_253","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Aspergillus","Aspergillus_penicillioides",100,100,100,100,100,97.8350497191344,65.5703824280054,42.7125050670906
"254","ASV_254","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",87.0901081477465,85.3492660040611,85.3492660040611,81.2271692490723,81.2271692490723,81.2271692490723,75.7689251502226,75.7689251502226
"255","ASV_255","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Pezizomycetes","Urnula","Urnula_craterium",91.7253807097119,90.882211722643,90.882211722643,90.882211722643,90.1155130772182,46.1999610243025,8.43518762353226,6.72255134233733
"256","ASV_256","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Pezizomycotina_X","Pezizomycotina_XX","Pezizomycotina_XX_sp.",95.0299722383952,95.0299722383952,95.0299722383952,92.3485690096881,92.3485690096881,7.89028721105157,4.99974165743169,4.99974165743169
"257","ASV_257","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",72.5031617554149,68.055779624552,68.055779624552,67.5248977047297,48.8538105094117,29.8544579674037,29.8544579674037,29.8544579674037
"258","ASV_258","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",76.958258002107,69.5713812057781,69.5713812057781,50.175514777822,50.175514777822,47.3364782789932,38.2158270659693,38.2158270659693
"259","ASV_259","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",73.5512848814389,69.9535527633319,69.9535527633319,47.1494040290561,46.6105088333664,46.0933949889775,39.1021963409761,39.1021963409761
"260","ASV_260","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",97.7217761997365,97.7217761997365,97.7217761997365,97.7217761997365,97.7217761997365,59.8122922008568,59.8122922008568,32.0236264227975
"261","ASV_261","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Kabatiella","Kabatiella_lini",99.2437006397171,98.5043179521968,98.5043179521968,98.5043179521968,98.5043179521968,66.7468517553293,6.02267547023073,5.19844316597615
"262","ASV_262","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Tilletiopsis","Tilletiopsis_pallescens",96.8063038238293,96.8063038238293,96.8063038238293,96.8063038238293,95.901572763277,95.901572763277,93.5753001650777,93.5753001650777
"263","ASV_263","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Hannaella","Hannaella_sinensis",76.4411083904742,70.6428969279106,70.6428969279106,43.1010717425934,43.1010717425934,43.1010717425934,28.9664384498731,12.7600820967405
"264","ASV_264","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",92.307081031206,92.307081031206,92.307081031206,92.307081031206,92.307081031206,92.307081031206,75.4433139582621,75.4433139582621
"265","ASV_265","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Ascochyta","Ascochyta_hordei_var._hordei",99.688971098498,99.688971098498,99.688971098498,99.688971098498,99.688971098498,97.9164231056715,13.2827053905321,11.7265247979182
"266","ASV_266","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Guignardia","Guignardia_vaccinii",85.6087167529096,85.6087167529096,85.6087167529096,63.3867573547444,62.7291183799267,55.0759941873454,41.8878526559062,41.8878526559062
"267","ASV_267","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Exobasidiomycetes_X","Exobasidiomycetes_X_sp.",79.104677663872,79.104677663872,79.104677663872,75.3419478319398,54.1327754708449,54.1327754708449,29.5374775021784,29.5374775021784
"268","ASV_268","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Cantharellula","Cantharellula_umbonata",84.6810719672549,83.8909402718815,83.8909402718815,13.1858545954609,8.04632413412406,7.2496148939993,5.76666146059097,5.76666146059097
"269","ASV_269","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Meliolina","Meliolina_sydowiana",98.2444046953937,98.2444046953937,98.2444046953937,98.2444046953937,98.2444046953937,92.6746151381165,8.15736338914123,8.15736338914123
"270","ASV_270","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",79.1175241735156,79.1175241735156,79.1175241735156,79.1175241735156,65.0104572727087,52.2026623635197,52.2026623635197,52.2026623635197
"271","ASV_271","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Arabidopsis","Arabidopsis_thaliana",100,100,100,100,100,100,73.2692224656331,62.4909694297228
"272","ASV_272","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",76.2797717866609,75.7400623146273,75.7400623146273,74.5861460803383,51.1812679208762,32.5320265093856,32.5320265093856,32.5320265093856
"273","ASV_273","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Sordariomycetes","Melanconis","Melanconis_alni",71.7758146774856,71.7758146774856,71.7758146774856,47.8318488121636,47.8318488121636,41.4944478737464,26.6529020449922,12.8491877472038
"274","ASV_274","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Orbiliomycetes","Dactylella","Dactylella_candida",94.092576286181,94.092576286181,94.092576286181,94.092576286181,94.092576286181,15.7983623371076,14.8782771168948,14.8782771168948
"275","ASV_275","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Musa","Musa_basjoo",97.0842504777419,97.0842504777419,97.0842504777419,97.0842504777419,97.0842504777419,97.0842504777419,32.949055090955,22.9907285345716
"276","ASV_276","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Sporobolomyces","Sporobolomyces_roseus",95.9527433627266,95.9527433627266,95.9527433627266,95.9527433627266,95.9527433627266,66.5592582769498,64.8704919185094,29.416636192918
"277","ASV_277","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Penicillium","Penicillium_brevicompactum",96.1826183335639,96.1826183335639,96.1826183335639,96.1826183335639,96.1826183335639,92.7520107260611,65.950141632248,23.262511240057
"278","ASV_278","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",80.5030677498167,80.5030677498167,80.5030677498167,80.5030677498167,76.3804352688826,46.1016916973324,46.1016916973324,46.1016916973324
"279","ASV_279","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",79.889363943605,79.889363943605,79.889363943605,78.2870492632618,77.4298007672038,41.4143432481536,19.072199426414,19.072199426414
"280","ASV_280","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia","Malassezia_caprae",100,100,100,100,100,96.1210503792827,96.1210503792827,28.7179209262961
"281","ASV_281","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Rhexocercosporidium","Rhexocercosporidium_carotae",100,100,100,100,98.5910998470837,68.0578823504296,15.3226435658306,8.66955700420904
"282","ASV_282","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Coprinopsis","Coprinopsis_atramentaria",100,100,100,100,100,100,33.0053389096695,18.4935219032135
"283","ASV_283","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Penicillium","Penicillium_brevicompactum",89.055846885283,87.1655853352529,87.1655853352529,86.1929828310498,85.2422948160361,47.1485313308467,25.7687366602625,13.5193141297195
"284","ASV_284","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Sistotrema","Sistotrema_brinkmannii",90.5346704382211,90.5346704382211,90.5346704382211,90.5346704382211,90.5346704382211,90.5346704382211,78.4180886929965,18.8090784301034
"285","ASV_285","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Bullera","Bullera_arundinariae",94.1703623315835,94.1703623315835,94.1703623315835,94.1703623315835,94.1703623315835,94.1703623315835,94.1703623315835,94.1703623315835
"286","ASV_286","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Malassezia","Malassezia_sp.",70.0141520247815,70.0141520247815,69.4178204081254,68.3575181039525,19.6195155488882,19.6195155488882,11.5081806892561,10.8113463562017
"287","ASV_287","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Hapalopilus","Hapalopilus_rutilans",88.305009056207,88.305009056207,88.305009056207,87.4938040317775,87.4938040317775,87.4938040317775,6.78246820896973,6.78246820896973
"288","ASV_288","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","Pucciniomycotina_XX","Pucciniomycotina_XX_sp.",82.1364719834478,82.1364719834478,82.1364719834478,82.1364719834478,79.3266635315486,52.9218509440847,52.9218509440847,52.9218509440847
"289","ASV_289","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","Meira","Meira_sp.",71.9295171929262,71.9295171929262,71.9295171929262,71.9295171929262,17.5256949521218,17.5256949521218,17.5256949521218,15.260067910967
"290","ASV_290","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Pezizomycotina_X","Xylogone","Xylogone_sphaerospora",95.738299003909,95.738299003909,95.738299003909,93.9268865088008,93.9268865088008,7.91721416282012,4.04539027491374,4.04539027491374
"291","ASV_291","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Sordariomycetes","Eutypella","Eutypella_sp.",91.9361002687482,91.9361002687482,91.9361002687482,91.9361002687482,91.9361002687482,73.2492126363888,10.0805141461033,10.0805141461033
"292","ASV_292","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Cladosporium","Cladosporium_colocasiae",94.3414774278204,93.331388549011,93.331388549011,91.0663555359114,91.0663555359114,46.3996281331402,19.8553322024859,5.45047944872056
"293","ASV_293","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Sordariomycetes","Isaria","Isaria_javanica",100,100,100,99.1572044765484,99.1572044765484,97.465491447045,32.113720401016,21.5280030442532
"294","ASV_294","Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycotina","Saccharomycetales","Saccharomyces","Saccharomyces_cerevisiae",97.0941008313205,97.0941008313205,91.6036988301711,91.6036988301711,91.6036988301711,91.6036988301711,52.7485953749144,14.072882287975
"295","ASV_295","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellomycetes_X","Tremellomycetes_X_sp.",74.0475398918695,74.0475398918695,74.0475398918695,39.0821758536164,37.6917556966216,35.4944083511021,12.5961457665911,12.5961457665911
